Unnamed: 0,open_covid_region_code,sub_region_1,date,hospitalized_cumulative,hospitalized_new,symptom:Adrenal crisis,symptom:Ageusia,symptom:Allergic conjunctivitis,symptom:Amenorrhea,symptom:Angular cheilitis,symptom:Anosmia,symptom:Aphonia,symptom:Asphyxia,symptom:Atheroma,symptom:Auditory hallucination,symptom:Balance disorder,symptom:Beau's lines,symptom:Burning Chest Pain,symptom:Cataplexy,symptom:Chorea,symptom:Cleft lip and cleft palate,symptom:Clouding of consciousness,symptom:Crackles,symptom:Crepitus,symptom:Croup,symptom:Cyanosis,symptom:Depersonalization,symptom:Dysautonomia,symptom:Dysgeusia,symptom:Dyspareunia,symptom:Dystonia,symptom:Dysuria,symptom:Epiphora,symptom:Esophagitis,symptom:Eye pain,symptom:Facial swelling,symptom:Fibrocystic breast changes,symptom:Focal seizure,symptom:Gastroparesis,symptom:Gingival recession,symptom:Globus pharyngis,symptom:Grandiosity,symptom:Hemolysis,symptom:Hemoptysis,symptom:Hepatic encephalopathy,symptom:Hepatotoxicity,symptom:Hydrocephalus,symptom:Hypercalcaemia,symptom:Hypercapnia,symptom:Hyperemesis gravidarum,symptom:Hypersomnia,symptom:Hyperventilation,symptom:Hypocalcaemia,symptom:Hypochondriasis,symptom:Hypomania,symptom:Kyphosis,symptom:Laryngitis,symptom:Male infertility,symptom:Mitral insufficiency,symptom:Muscle atrophy,symptom:Myoclonus,symptom:Nasal polyp,symptom:Neck mass,symptom:Neutropenia,symptom:Night terror,symptom:Nocturnal enuresis,symptom:Nystagmus,symptom:Onychorrhexis,symptom:Osteophyte,symptom:Papule,symptom:Pericarditis,symptom:Petechia,symptom:Photophobia,symptom:Polydipsia,symptom:Polyuria,symptom:Ptosis,symptom:Pulmonary edema,symptom:Rectal pain,symptom:Rectal prolapse,symptom:Rheum,symptom:Rumination,symptom:Sensitivity to sound,symptom:Shallow breathing,symptom:Spasticity,symptom:Splenomegaly,symptom:Stomach rumble,symptom:Stridor,symptom:Subdural hematoma,symptom:Tachypnea,symptom:Tenderness,symptom:Thyroid nodule,symptom:Trichoptilosis,symptom:Urethritis,symptom:Urinary urgency,symptom:Ventricular fibrillation,symptom:Viral pneumonia
114,US-HI,Hawaii,2020-01-06,,,,,,,0.7905138339920948,,1.987580299785867,,,,,,,,,,,1.0257629805786763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9291066282420752,,,,,,,,,,,,,,,,,,,,,,,,,,0.6947435085497151,,,,,,,,,,,,,1.3547351524879614
115,US-HI,Hawaii,2020-01-13,,,,,,,1.1485873225003658,,1.7768736616702354,,,,,,,,,,,1.26397146254459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6678194044188284,,,,,,,,,,,,,,,,,,,,,,,,,,0.7061431285623813,,,,,,,,,,,,,1.676163723916533
116,US-HI,Hawaii,2020-01-20,,,,,,,0.9000146391450738,,2.10406852248394,,,,,,,,,,,1.2754657154181532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66090297790586,,,,,,,,,,,,,,,,,,,,,,,,,,0.8188727042431919,,,,,,,,,,,,,1.9024879614767252
117,US-HI,Hawaii,2020-01-27,,,,,,,1.0622163665641926,,2.002569593147751,,,,,,,,,,,0.9774078478002379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3738712776176754,,,,,,,,,,,,,,,,,,,,,,,,,,0.7539582013932868,,,,,,,,,,,,,2.149277688603531
118,US-HI,Hawaii,2020-02-03,,,,,,,1.307275655101742,,2.569593147751606,,,,,,,,,,,0.8228299643281809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.136215177713737,,,,,,,,,,,,,,,,,,,,,,,,,,0.8556048131728943,,,,,,,,,,,,,1.5975120385232744
119,US-HI,Hawaii,2020-02-10,,,,,,,1.1462450592885374,,2.2188436830835117,,,,,,,,,,,1.517241379310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3068203650336216,,,,,,,,,,,,,,,,,,,,,,,,,,0.8385053831538949,,,,,,,,,,,,,1.8595505617977528
120,US-HI,Hawaii,2020-02-17,,,,,,,1.120480163958425,,2.5751605995717344,,,,,,,,,,,1.1403091557669442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5154658981748317,,,,,,,,,,,,,,,,,,,,,,,,,,0.5740975300823306,,,,,,,,,,,,,2.1589085072231136
121,US-HI,Hawaii,2020-02-24,,,,,,,1.0797833406529058,,1.9922912205567451,,,,,,,,,,,1.3606817281014667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1719500480307397,,,,,,,,,,,,,,,,,,,,,,,,,,0.7634578847371755,,,,,,,,,,,,,2.2768860353130016
122,US-HI,Hawaii,2020-03-02,,,,,,,0.9863855950812471,,2.3524625267665953,,,,,,,,,,,1.1783590963139121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.513928914505284,,,,,,,,,,,,,,,,,,,,,,,,,,0.9233692210259659,,,,,,,,,,,,,2.794943820224719
123,US-HI,Hawaii,2020-03-09,,,,,,,0.9489093836919923,,2.7524625267665948,,,,,,,,,,,1.2516845025762982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.043996157540826,,,,,,,,,,,,,,,,,,,,,,,,,,1.5699810006333124,,,,,,,,,,,,,4.012841091492777
